job_id,name,prompt,prediction_id,video_path,status,video_url,created_at,completed_at,duration,aspect_ratio
job_2,rendered_aa2,"Initially, the wooden table had an initial velocity of zero and was stationary, the ceramic bowl had an initial velocity of zero and was stationary on the tabletop, and the small ball had an initial velocity of zero and was resting motionless on the tabletop beside the bowl. The ball was then accelerated smoothly upward from the table and moved in a continuous arc-like path: first lifting off and traveling left-to-right and slightly upward, then hovering briefly above the bowl at roughly constant height, before descending and dropping into the bowl, after which the combined ball–bowl system began to tip and rock. The bowl itself remained fixed at first, then began to respond to the ball’s impact by tilting and rotating around its base edge on the table surface, rocking progressively farther to the right until it leaned at a pronounced angle and then continued to pivot onto its rim, as if an invisible horizontal and vertical impulse had been imparted by the ball’s landing, causing the bowl to roll and tip under gravity and torque. The viewpoint was fixed in a stable, over-the-table perspective with no noticeable camera motion, maintaining a consistent framing and angle throughout the sequence.",7djfzq6ps9rmy0cvvbs9pw26t8,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_2_Initially_the_woode_7djfzq6p.mp4,downloaded,https://replicate.delivery/xezq/81ZZeprY7fnw1UCryMEHMBHJwBLfulGU6iofZchTfnL9oF6vC/tmp_dn5ewi3.mp4,2026-01-20T10:28:26.442Z,2026-01-20T10:30:32.043261082Z,5,16:9
job_11,rendered_car_1.00_50_4,"Initially, the red car had an initial velocity of zero and was stationary. The red car remained fixed in place throughout, as if it were anchored to the ground with no horizontal or vertical force acting on it. The silver car had an initial velocity of zero and was stationary. The silver car gradually slid forward and slightly to the left relative to the camera, as if a gentle forward-left pulling force were drawing it out from the original four‑car line toward the viewer. The brown car had an initial velocity of zero and was stationary. The brown car stayed nearly fixed in its original position, with only very slight relative shifting as if minor forces were nudging it but not truly moving it. The blue car had an initial velocity of zero and was stationary. The blue car likewise stayed essentially fixed in place, as if held by an invisible restraint with no net force displacing it. The viewpoint was fixed in a front, slightly elevated position, with no noticeable camera pan, tilt, or zoom; the apparent motion is dominated by the silver car’s forward drift while the overall perspective and background remain constant.",m5fsz86e6nrmy0cvvbsb2d4cvc,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_11_Initially_the_red_c_m5fsz86e.mp4,downloaded,https://replicate.delivery/xezq/pWtQJrkdfDQ0AaenmSuJM1DfDDSUOAuT7Pq3MRGI8T1PaheXB/tmpyoeemmvq.mp4,2026-01-20T10:28:24.245Z,2026-01-20T10:30:31.345247368Z,5,16:9
job_19,rendered_duck_1.00_5_0,"Initially, the left duck had an initial velocity of zero and was stationary. Initially, the middle duck had an initial velocity of zero and was stationary. Initially, the right duck had an initial velocity of zero and was stationary. The three ducks were rotated and slightly shifted in place on the flat surface from start to finish, as if an invisible hand were gently pivoting and sliding them a little left–right and tilting their bodies while keeping them roughly in the same row and distance from the camera. The viewpoint was effectively fixed in front of the ducks, with no noticeable camera motion or change in perspective.",w0cm3xpvm5rmw0cvvbsbf00kzr,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_19_Initially_the_left__w0cm3xpv.mp4,downloaded,https://replicate.delivery/xezq/XT4jESUuK2JQB5lln8d4vPtJQA3l0bzJPoluMgNZeABlWofVA/tmpk493cfo4.mp4,2026-01-20T10:28:27.681Z,2026-01-20T10:30:34.849281819Z,5,16:9
job_17,rendered_domino2_1.00_50_0,"Initially, the row of domino blocks had an initial velocity of zero and were stationary. The blocks were then sequentially knocked over from left to right in a smooth, continuous toppling motion, as if an initial push or impact had been applied at the leftmost block and the resulting force propagated steadily through the row, causing each block in turn to rotate and fall onto the next until they all came to rest lying on the wooden surface. The viewpoint was fixed in a frontal position at a low angle, with no noticeable camera movement throughout the sequence.",xj49keeqzsrmr0cvvbsbr3ykfc,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_17_Initially_the_row_o_xj49keeq.mp4,downloaded,https://replicate.delivery/xezq/a6xOHWQrHfV4W6We6tb6hKPBm8chTNkCyaY3T3TDvCAItQfrA/tmp9zioiqpk.mp4,2026-01-20T10:28:26.75Z,2026-01-20T10:30:32.611162546Z,5,16:9
job_13,rendered_chairs_1.00_50_4,"Initially, the five wooden chairs each had an initial velocity of zero and were stationary. The chairs were collectively rotated in place in a smooth, continuous motion, as if an invisible hand were gently twisting the entire row around a vertical axis on the floor, causing the chairs to gradually pivot from a more diagonal view to a more front-facing orientation and then settle with no further change. The viewpoint was fixed in position, looking toward the chairs from the same location throughout, with no noticeable camera translation or tilt.",fzbkb9ps85rmw0cvvbs9dh52fw,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_13_Initially_the_five__fzbkb9ps.mp4,downloaded,https://replicate.delivery/xezq/g1EBtWrCWm6pFB1SohpqihmlfA1eUeRjc0mtyMoSwCMSaheXB/tmpwm_93emx.mp4,2026-01-20T10:28:27.073Z,2026-01-20T10:30:34.178682486Z,5,16:9
job_18,rendered_domino_1.00_50_4,"Initially, the first (leftmost) domino tile had an initial velocity of zero and was stationary, and all the other five domino tiles also had an initial velocity of zero and were stationary. The first domino tile was then pushed and began to rotate and fall to the right, sequentially colliding with and knocking over each neighboring domino tile so that each tile in turn pivoted and fell to the right in a smooth, continuous chain reaction, as if a rightward tipping force is propagating through the row and transferring momentum from one tile to the next until all the tiles are lying down. The viewpoint was fixed in a side-on, low-angle perspective with no noticeable camera movement throughout the sequence.",p6zhwyes5drmy0cvvbsb0tjrg8,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_18_Initially_the_first_p6zhwyes.mp4,downloaded,https://replicate.delivery/xezq/7mQIGRX4D56BA1IpF4zmnnjlbSylG81WfeQgeHyk0Jfm0C9XB/tmpsvk6x0i6.mp4,2026-01-20T10:28:27.051Z,2026-01-20T10:30:33.925117004Z,5,16:9
job_1,rendered_aa1_1.00_50_2,"Initially, the cardboard box had an initial velocity of zero and was stationary. The box remained fixed in place from start to finish, as if no external force is acting on it and it is firmly resting on the carpet. The viewpoint was static, with no noticeable camera motion or change in perspective throughout the sequence.  Initially, the colorful ball (red, yellow, blue) had an initial velocity of zero and was stationary in midair above the box opening. The ball then moved smoothly downward into the box, disappearing fully below the top edge, and after a brief moment reappeared by rising back up, then again sank and rose in a cyclic, smooth manner, as if an invisible vertical force is gently pulling it up and down along a straight line through the box opening without any sideways motion or rotation. The viewpoint was fixed in a single frontal angle toward the box and sofa, with no panning, tilting, zooming, or other camera movement.",p4fywp6gt9rmw0cvvbsb3mrfx8,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_1_Initially_the_cardb_p4fywp6g.mp4,downloaded,https://replicate.delivery/xezq/9kAYp6fGhyXexUQEuzsIyRZA3oeyIHQSCjel1woGL5Gh0C9XB/tmp6hpczuey.mp4,2026-01-20T10:28:24.914Z,2026-01-20T10:30:32.333593921Z,5,16:9
job_26,rendered_scene_01_1.00_50_4,"Initially, the table had an initial velocity of zero and was stationary. The table remained completely fixed in place from start to finish, as if it were firmly anchored to the ground with no external force acting on it. The viewpoint was static, with no camera motion or change in perspective.  Initially, the barrel had an initial velocity of zero and was stationary. The barrel stayed motionless beside the right side of the table throughout the entire sequence, as if it were rigidly attached to the floor and unaffected by any forces. The viewpoint was static, with no camera motion or change in perspective.  Initially, the sphere had an initial velocity of zero and was stationary on top of the table. The sphere then smoothly moved in a continuous arc: it first rose vertically from the tabletop into the air above the table, then traveled horizontally to the right while maintaining roughly the same height, then descended under the tabletop, passing in front of the barrel, and continued further right and downward until it exited the frame at the bottom-right region, as if an invisible hand were guiding it along a precise curved path in 3D space. The viewpoint was static, centered on the table and barrel, with no change in camera angle, position, or zoom.",bj02c3zksnrmt0cvvbs88y7jv0,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_26_Initially_the_table_bj02c3zk.mp4,downloaded,https://replicate.delivery/xezq/JEqtZdGyjJpIJhYxnsLSqS7cr84IeJVxe2Rje2Df60YB1C9XB/tmp1v6imdwe.mp4,2026-01-20T10:28:33.869Z,2026-01-20T10:30:41.548827436Z,5,16:9
job_28,rendered_strawberry_1.00_25_2,"Initially, the left strawberry had an initial velocity of zero and was stationary, and the right strawberry had an initial velocity of zero and was stationary. The two strawberries remained fixed in place at the center of the plate while they jointly rotated in 3D around a vertical axis from right to left, as if an invisible hand were slowly turning the plate and strawberries together in a smooth, continuous spin. The viewpoint was fixed in a stable, slightly elevated front angle, with no noticeable camera movement throughout the sequence.",c1t2qefs55rmy0cvvbsachdhvg,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_28_Initially_the_left__c1t2qefs.mp4,downloaded,https://replicate.delivery/xezq/cFuVqtH634rjMdJQZp7LKeIP6i2QpwXvJuP9WBZkNOmJXofVA/tmpf10_q2x6.mp4,2026-01-20T10:28:35.241Z,2026-01-20T10:31:48.199661869Z,5,16:9
job_27,rendered_scene_10_1.00_50_1,"Initially, the wooden table had an initial velocity of zero and was stationary. The table remained fixed in place from start to finish, as if no external force is acting on it.    Initially, the wooden barrel had an initial velocity of zero and was stationary. The barrel remained fixed in place from start to finish, as if no external force is acting on it.    Initially, each of the three gray spheres on the tabletop had an initial velocity of zero and was stationary. The three spheres then began to move together smoothly off the right edge of the table and followed a continuous, arcing, rightward and slightly downward trajectory, as if a horizontal push to the right combined with gravity is propelling them in a controlled arc. They stay close to each other, pass above and in front of the barrel, then continue their motion downward and to the right, with one sphere leading and the others trailing, until they exit the scene to the right and near the floor area. Over the final frames only a single sphere remains visible near the floor at the back right, gradually moving rightward and downward before disappearing, as if it is completing the same ballistic path out of view.    The viewpoint was fixed, with no noticeable camera motion or change in perspective throughout the entire sequence.",2sssfyfscnrmy0cvvbs9rrkrmm,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_27_Initially_the_woode_2sssfyfs.mp4,downloaded,https://replicate.delivery/xezq/OSWXBmg6ZgaKMdkMUdirdqTFsRSnyb2vFpLoowcgF2RlL0fKA/tmpklnkfzlk.mp4,2026-01-20T10:28:35.301Z,2026-01-20T10:31:49.687312572Z,5,16:9
job_25,rendered_s1_1.00_50_2,"Initially, the wooden stool had an initial velocity of zero and was stationary. The wooden stool was completely fixed in place from start to finish, as if no force is acting on it at all. The viewpoint was static in a fixed position, with no change in camera angle, zoom, or position throughout the sequence.  Initially, the wooden barrel had an initial velocity of zero and was stationary. The wooden barrel was also fixed in place from start to finish, as if it were anchored to the floor and unaffected by any forces. The viewpoint was static in a fixed position, with the barrel’s size, angle, and position in frame remaining unchanged.  Initially, the ball on the stool had an initial velocity of zero and was stationary on top of the stool. The ball was then smoothly set into motion, rolling to the right along the top of the stool, leaving the stool’s edge and traveling through the air in a smooth arc toward the barrel, as if an invisible push to the right had been applied to it. After leaving the stool, the ball followed a continuous, coherent trajectory: it moves rightward and slightly downward into the open top of the barrel, then continues descending inside the barrel until it is no longer visible, consistent with gravity pulling it down. Later in the sequence, the ball reappears emerging from inside the barrel, rising upward within the barrel’s opening and then sinking back down again, as if another gentle internal upward force briefly lifts it before gravity pulls it back down into the barrel. The viewpoint was static in a fixed position, so all apparent motion of the ball is due to its own movement rather than any camera movement.",8fj8jhqsf1rmw0cvvbsa3xf8w4,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_25_Initially_the_woode_8fj8jhqs.mp4,downloaded,https://replicate.delivery/xezq/OjQ6fZfJ6FoJokrOmZx8kzF9ozN46hTXyMOAaCJBLr2SuQfrA/tmpif1z2z3_.mp4,2026-01-20T10:28:35.32Z,2026-01-20T10:31:46.456544527Z,5,16:9
job_24,rendered_oranges,"Initially, the five oranges each had an initial velocity of zero and were stationary in a straight horizontal line on the tabletop. The oranges then moved in a smooth, coordinated arc, all rising upward off the table and drifting together toward the right, as if an invisible horizontal and upward force were lifting and translating the whole row through the air. After reaching midair, the rightmost orange continued its rightward motion and exited the frame, while the remaining four descended back down in formation and came to rest on the tabletop in a neat row. The viewpoint was fixed in a stable, front-facing position with no noticeable camera motion or change in perspective throughout the sequence.",2av8z2fr5hrmy0cvvbsb92byx0,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_24_Initially_the_five__2av8z2fr.mp4,downloaded,https://replicate.delivery/xezq/eTfWI3zr2edRCoHg4rNWvx5IjdmLPWx9chpJr48DHLoocheXB/tmpkg0_yzld.mp4,2026-01-20T10:28:34.988Z,2026-01-20T10:31:49.038300295Z,5,16:9
job_0,rendered_a1_1.00_50_2,"Initially, the three glowing green spheres had an initial velocity of zero and were stationary in a horizontal row above the center of the white curved platform. The three glowing green spheres were then pulled downward together toward the center of the platform, briefly touched and rolled along the surface, and continued oscillating and sliding around as a tightly grouped cluster, as if a gravitational force is pulling them into and along the curved “bowl” of the platform. The viewpoint was fixed in a frontal position, with no noticeable camera movement or change in perspective throughout the sequence.",xsma8ze559rmt0cvvbsar7f74c,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_0_Initially_the_three_xsma8ze5.mp4,downloaded,https://replicate.delivery/xezq/axexoeLicCnrpEc6g5yJOsrdmdtjey61fH8L0Cc21KxX0C9XB/tmpu0fyax9l.mp4,2026-01-20T10:28:21.93Z,2026-01-20T10:30:29.680646709Z,5,16:9
job_29,rendered_toys_1.00_25_4,"Initially, the green dinosaur plush had an initial velocity of zero and was stationary, and the small robot toy had an initial velocity of zero and was stationary. The green dinosaur plush was first sitting still beside the robot, then rose slightly and drifted smoothly to the right while hovering above the floor, as if an invisible hand were lifting it and gliding it sideways to the right. After the robot exits the frame, the dinosaur gently settles closer to the floor and gradually rotates its head and upper body downward, then its whole body tilts forward and slowly lowers until it ends up lying down on the floor facing downward, as if a gentle forward‑tilting torque is being applied that makes it bow and then lie prone. The robot toy remained upright at first beside the dinosaur, then was steadily pulled to the right across the floor and out of the frame, maintaining roughly the same upright orientation, as if a constant horizontal force is dragging it to the right. The viewpoint was fixed in place with a stable camera: the background room, rug, and shelves remain static and unchanged, indicating no camera movement or change in viewpoint throughout the sequence.",ytrx5jzrzdrmt0cvvbs99kmg6c,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_29_Initially_the_green_ytrx5jzr.mp4,downloaded,https://replicate.delivery/xezq/D09Kli8gMoLABhP0LDmLkAHkA1JEix0KhZvLqdJv3eY9WofVA/tmpe1yxyipn.mp4,2026-01-20T10:28:35.195Z,2026-01-20T10:31:22.899101794Z,5,16:9
job_22,rendered_marbles_1.00_50_2,"Initially, the seven glass-like spheres each had an initial velocity of zero and were stationary. The spheres were then set into a coordinated wave-like rolling motion along the horizontal line from left to right: the leftmost spheres gradually rolled rightward and slightly separated, while the rightmost spheres alternated between remaining in place and subtly shifting, so that the overall row shortened from seven to about five clearly separated spheres as if a gentle horizontal force were nudging the spheres to the right one after another, causing small, smooth positional shifts without any jumps or deformation. The viewpoint was fixed in a front-facing side view, with no noticeable camera motion or change in perspective.",9sher07vhdrmw0cvvbs8m03dr8,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_22_Initially_the_seven_9sher07v.mp4,downloaded,https://replicate.delivery/xezq/fOLXkCNPGlyLSKJI2BIUXIZ0Qd43o9VfgFxcLvwW65XSuQfrA/tmpzyi9n4ks.mp4,2026-01-20T10:28:35.851Z,2026-01-20T10:31:46.155510686Z,5,16:9
job_31,rendered_two_boxes_on_pallet_front_1.00_50_2,"Initially, the four cardboard boxes (top-left dark box, top-right light box, bottom-left box, bottom-right box) and the wooden pallet all had an initial velocity of zero and were stationary. The top-left dark box was then lifted and moved smoothly upward and slightly left, tilting and later dropping toward the pallet and ending back on the pallet near the center, as if an invisible upward and then downward force is picking it up from its top-left position, swinging it through the air, and setting it back down. The top-right light box was lifted and moved upward and slightly right, then arced down toward the right side and out of frame, as if a strong push is knocking it off the stack to the right. The bottom-left box was first stationary, then began to tilt and lift slightly as the upper motion disturbed it, finally rising and drifting leftward and out of frame, as if a sideways force from the left is pulling it away from the pallet. The bottom-right box remained stationary at first, then tipped and slid off the pallet to the right and out of frame, as if pushed sideways and downward off the pallet. The wooden pallet itself remained stationary throughout, as if fixed to the floor with no external forces acting on it. The viewpoint was fixed in front of the pallet and boxes with no noticeable camera movement, maintaining a stable, centered perspective for the entire sequence.",ptvnxz03m1rmt0cvvbst5mven8,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_31_Initially_the_four__ptvnxz03.mp4,downloaded,https://replicate.delivery/xezq/4B08xaa0cNbLNNJet7JU8x3gkaieNjaDNuX2c6YsacpRuQfrA/tmph9w15z1s.mp4,2026-01-20T10:28:37.92Z,2026-01-20T10:31:45.695860636Z,5,16:9
job_21,rendered_headphones_stand_1.00_50_2,"Initially, the headphones and the stand each had an initial velocity of zero and were stationary. The headphones were smoothly rotating in place around the vertical support of the stand in a nearly complete 360-degree loop, while also subtly flexing and bending around the stand, as if an invisible hand were gently twisting and wrapping the headband around the central post before returning it to its original symmetrical position. The stand itself remained fixed in space without translating or rotating. The viewpoint was static and centered, keeping the headphones and stand in the same frontal composition throughout the sequence.",0r986hfwyxrmr0cvvbs9zc6ecc,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_21_Initially_the_headp_0r986hfw.mp4,downloaded,https://replicate.delivery/xezq/SABEfbksy2WRHy7hBxNIlDf3wQycIaD4SeKV8s568gtlcheXB/tmpy37b1jvf.mp4,2026-01-20T10:28:36.215Z,2026-01-20T10:31:46.107642532Z,5,16:9
job_20,rendered_gloves_1.00_50_2,"Initially, the boxing gloves had an initial velocity of zero and were stationary. The boxing gloves were smoothly swung from a centered, hanging position on the hook toward the right and slightly forward, then one glove detached and moved rightward and closer to the camera while rotating, as if an unseen hand or force is pulling and lifting the gloves off the hook and carrying one glove to the right side of the frame. The viewpoint was fixed in front of the wall and hook, without noticeable camera movement.",76xn487kr1rmt0cvvbsbzt94h8,/gemini/platform/public/aigc/zx/PhysOmni/baselines_v1/kling_demo/multi_s/job_20_Initially_the_boxin_76xn487k.mp4,downloaded,https://replicate.delivery/xezq/emkz67AhTJ2IV6SzFdoCf3cPA1ny6FVbJ7EEl0V3QmcStQfrA/tmpcnf4lyhe.mp4,2026-01-20T10:28:33.856Z,2026-01-20T10:30:43.661280524Z,5,16:9
